sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,battery_capacity,color,compatible,cost,country_of_manufacture,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,description,ean,em_deal,em_featured,em_hot,gallery,gift_message_available,has_options,image,image_label,internal_memory_size,keyboard_type,lengow_product,manufacturer,media_gallery,merchant,meta_description,meta_keyword,meta_title,minimal_price,mobile_network,msrp,msrp_display_actual_price_type,msrp_enabled,name,news_from_date,news_to_date,options_container,page_layout,price,required_options,screen_size,short_description,small_image,small_image_label,special_from_date,special_price,special_to_date,status,tax_class_id,thumbnail,thumbnail_label,updated_at,url_key,url_path,visibility,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled,_super_products_sku,_super_attribute_code,_super_attribute_option,_super_attribute_price_corr
10000023,,Mobile,simple,Android,French,base,,Black,,,,"2014/01/13 09:47:16",,,,,"<h1>Samsung Galaxy S4 Mini 3G Noir (i9190)</h1>
<p>
Le Samsung Galaxy S4 est aujourd’hui décliné dans une version Mini destinée à occuper le segment des smartphones de taille réduite. Quelles sont les différences avec son grand frère ? S’agit-il vraiment d’un Galaxy S4 miniaturisé ?
</p>
<h2>Prise en main du Samsung Galaxy S4 Mini</h2>
<p>
Avec son écran de 4,3 pouces, le Galaxy S4 Mini n’est pas à proprement parlé un petit téléphone portable. A ce titre, il reste par exemple plus grand qu’un iPhone 5. 
</p>
<p>
Au niveau de l’apparence du terminal, ce modèle est une version réduite du Galaxy S4, modèle haut de gamme du constructeur coréen. Le design et les matériaux employés sont en effet similaires entre ces deux appareils. 
</p>
<p>
La prise en main du S4 Mini est excellente, en raison d’un poids plume de 107 grammes et de dimensions compactes. La finition, comme à l’accoutumée chez Samsung, fait la part belle au plastique sans que cela soit pour autant gênant.
</p>
<h2>L’écran du Samsung Galaxy S4 Mini : une définition décevante</h2>
<p>
L’écran AMOLED de ce smartphone garde d’excellentes performances. Si l’on n’atteint pas la qualité de la dalle OLED du S4 classique, celle de cette version Mini reste toutefois de bonne facture. 
</p>
<p>
Mais c’est surtout du côté de la finesse d’affichage que l’on ressent une énorme différence. Avec une définition qHD de 960 x 540 pixels, l’écran souffre d’un manque flagrant de netteté. Une lacune particulièrement gênante lorsqu’on surfe sur le web. Il est d’ailleurs difficile de comprendre pourquoi Samsung n’a pas opté pour une dalle en 1280 x 720 pixels …
</p>
<h2>Interface : Samsung fidèle à Touchwizz</h2>
<p>
Fidèle à son habitude, Samsung propose ce Galaxy S4 Mini avec son interface maison nommée TouchWiz accompagnée d’Android 4.2.2 Jelly Bean. A l’usage, cette surcouche reste agréable à utiliser et riche en fonctions.
</p>
<p>
Le S4 Mini affiche une belle fluidité et n’a pas à rougir face à son grand frère. Qu’il s’agisse de surfer sur internet ou de lire des vidéos en HD, tout passe sans accroc.
</p>
<h2>Le Multimédia est dans la moyenne</h2>
<p>
Le capteur 8 mégapixels de l’appareil reste dans la moyenne. Si ce S4 mini ne pourra pas prétendre au titre de meilleur photophone de l’année, le rendu des clichés est plutôt satisfaisant. De même, il est appréciable de constater que Samsung a conservé l’interface photo soignée du Galaxy S4. Cela permet par exemple de bénéficier de nombreuses fonctions de retouche très pratiques.
</p>
<h2>L’autonomie du téléphone Samsung</h2>
<p>
Avec une batterie somme toute modeste de 1800 mAh, l’autonomie reste cependant dans la bonne moyenne, avec environ une journée à une journée et demie sans recharge. La raison venant sans doute de l’écran basse définition du Mini, bien moins gourmand en énergie que celui du S4.
</p>",5055147594863,0,1,0,,,0,/2/2/220788.jpg,,8GB,AZERTY,1,Samsung,,,,,,,3G,,"Utiliser la config","Utiliser la config","Samsung Galaxy S4 Mini 3G Noir (i9190) debloqué",,,"Bloc après la colonne d'information",,309,0,"4""","Version réduite de son smartphone haut de gamme, Samsung propose un nouveau venu dans la gamme Galaxy",/2/2/220788.jpg,,,,,1,5,/2/2/220788.jpg,,"2014/01/29 11:09:46",samsung-galaxy-s4-mini-3g-noir-i9190,samsung-galaxy-s4-mini-3g-noir-i9190.html,4,0.5,47,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/2/2/220788.jpg,,1,0,,,,
,,,,Android/Samsung,French,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/2/2/220793.jpg,,2,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/g/a/galaxy-s4-mini-noir-officiel.jpg,,3,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/s/4/s4_black.jpg,,4,0,,,,
10000024,,Mobile,simple,Android,French,base,,White,,,,"2014/01/13 09:57:20",,,,,"<h1>Samsung Galaxy S4 Blanc (i9500)</h1>
<p>
Fort du succès de son Galaxy S3, Samsung propose aujourd’hui une évolution de son smartphone haut de gamme. Baptisé logiquement Galaxy S4, ce nouveau modèle apporte son lot de nouveautés.
</p>
<h2>Prise en main du Samsung Galaxy S4</h2>
<p>
Au niveau de son apparence, le Samsung Galaxy S4 ne dépaysera pas les possesseurs de Galaxy S3. Le S4 garde donc la même ligne que son aîné et réussit même l’exploit d’être plus fin et plus léger. 
</p>
<p>
Si Samsung a une fois de plus opté pour une finition tout plastique, la coque du S4 dégage cependant une impression de solidité plus élevée que sur le S3. Sa couleur blanche lui assure en outre de ne pas passer inaperçu.
</p>
<p>
La prise en main est quant à elle très agréable pour un smartphone de cette taille grâce à design globalement arrondi. A titre comparatif, le S4 reste bien plus agréable à tenir qu’un iPhone 5S, pourtant bien plus petit et plus léger.
</p>
<h2>Un écran de 5 pouces somptueux</h2>
<p>
Point fort des smartphones Samsung haut de gamme, l’écran du Galaxy S4 impressionne. Et pour cause, doté de la technologie OLED, cette dalle de 5 pouces possède un contraste, une finesse et une restitution des couleurs absolument sans équivalents. Il s’agit à coup sûr du plus bel écran actuel offert sur smartphone.
</p>
<h2>Un terminal sous Android Jelly Bean 4.2.2</h2>
<p>
Le Galaxy S4 embarque une version récente de l’OS de Google, à savoir Android Jelly Bean 4.2.2. A cela le constructeur surajoute sa surcouche maison baptisée Touchwiz. Mieux optimisée et plus légère que par le passé, cette surcouche recèle un grand nombre de fonctions grâce à l’intégration de neuf capteurs au sein de l’appareil. Il vous sera ainsi possible de contrôler votre S4 à base de nombreux gestes tactiles.
</p>
<p>
A l’usage, force est de constater que cette débauche de fonctions reste somme toute « gadget », tel le fait de décrocher un appel en balayant l'écran du S4 de la main sans le toucher. Si en théorie l’idée est bonne, elle se révèle peu pratique à utiliser au quotidien.
</p>
<h2>Performances globales du mobile</h2>
<p>
Si l’on a souvent reproché à Android son manque de fluidité face à des concurrents comme iOS, le Galaxy S4 change la donne de ce point de vue. Doté d’un processeur quadri-coeur aux performances monstrueuses, le S4 affiche une fluidité sans défaut et encaisse tout, sans ralentissement notoire. A ce titre, la navigation sur internet est un véritable régal. Les pages web se chargent en un éclair pour peu que l’on dispose d’une bonne connexion.
</p>
<h2>La question du Multimédia</h2>
<p>
La partie multimédia bénéficie également des excellentes performances de l’appareil. Jamais le Galaxy S4 n’est pris en défaut, même sur les fichiers vidéo les plus lourds. 
</p>
<p>
A ce titre, vous pourrez stocker vos contenus dans la mémoire interne du téléphone de 16Go ou via carte MicroSD.
</p>
<h2>Le Galaxy S4 et la photo</h2>

<p>
Le Galaxy S4 est un excellent photophone, sinon le meilleur avec l’iPhone 5S et le Nokia Lumia 1520. Et pour cause, le capteur 13 mégapixels de l’appareil fait des merveilles. Netteté, précision des détails, balance des blancs, gestion des couleurs, tout y est ! A cela s’ajoute une interface ergonomique dotée de nombreuses fonctions. Un sans faute pour le constructeur coréen.
</p>
<h2>L’autonomie à l’usage</h2>
<p>
Samsung a équipé le Galaxy S4 d’une batterie conséquente de 2600 mAh, contre 2100 mAh sur le Galaxy S3. Logique, à la vue de l’écran de 5 pouces, forcément plus énergétivore. A l’usage on se retrouve donc plus ou moins avec une autonomie proche de celle du Galaxy S3, déjà très correcte à l’époque. Comptez donc une bonne journée en utilisation classique.
</p>",8806085562042,0,1,0,,,0,/s/4/s4_white.png,,16GB,AZERTY,1,Samsung,,,,,,,Réseaux,,"Utiliser la config","Utiliser la config","Samsung Galaxy S4 Blanc (i9500) debloqué",,,"Bloc après la colonne d'information",,465,0,"7""","Avec un Galaxy S3 vendu à des dizaines de millions d’exemplaires, Samsung continue sur sa lancée et présente aujourd’hui le Galaxy S4 qui, comme le montre …",/s/4/s4_white.png,,,,,1,5,/s/4/s4_white.png,,"2014/01/29 11:09:46",samsung-galaxy-s4-blanc-i9500,samsung-galaxy-s4-blanc-i9500.html,4,0.5,60,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/s/6/s654670378162363616_p17_i2_w580.jpeg,,2,0,,,,
,,,,Android/Samsung,French,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/s/4/s4_white.png,,1,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/s/4/s4_white_features_third_d.jpg,,3,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/s/a/samsung-galaxy-s4-thumbnail-4-png69b2875f-6656-4f7c-a548-39979398b44flarge.jpg,,4,0,,,,
10000025,,Mobile,simple,Android,French,base,,Grey,,,,"2014/01/13 10:04:59",,,,,"<h1>Samsung Galaxy S3 4G Gris (i9305)</h1>
<p>
Fer de lance des opérateurs téléphoniques depuis quelques mois, la 4G débarque sur les smartphones. L’un des premiers à s’être mis mettre au diapason est le Samsung Galaxy S3. Outre cette connectivité, qu’apporte le Galaxy S3 4G en terme de nouveautés ?
</p>
<h2>Prise en main du Samsung Galaxy S3 4G Gris</h2>
<p>
Pas de surprise de ce côté, cette version 4G reste en tout point identique au design de la version 3G de l’appareil. Seule sa nouvelle robe grise le distingue des habituelles finitions blanches et bleues de l’appareil.
</p>
<p>
<h2>Une mémoire vive portée à 2go pour une plus grande fluidité</h2>
<p>
Le constructeur coréen a revu à la hausse la mémoire vive de ce nouveau terminal. Ce dernier passe donc à 2Go contre 1Go pour son prédécesseur. A l’utilisation cette amélioration est sensible. Finis les ralentissements dont souffrait parfois le Galaxy S3 d’origine. Ici, tout est plus réactif et le smartphone bénéficie d’une fluidité accrue.
</p>
<h2>La 4G pour plus de rapidité du téléphone portable</h2>
<p>
L’argument principal de ce nouveau Galaxy S3 étant la 4G, qu’offre cette nouvelle connectivité ? Selon le constructeur, elle apporterait des débits théoriques de 100 Mbit/s, contre « seulement » 42 Mbit/s en 3G++ Dual Carrier.
</p>
<p>
Dans les faits, cela se vérifie et la vitesse de téléchargement de n’importe quel fichier est en moyenne deux fois plus rapide. Impressionnant ! Cela vous permettra notamment de récupérer des applications en un clin d’œil et ou de ne pas souffrir de problèmes de ralentissements lors du visionnage de vidéos YouTube, par exemple. 
</p>
<p>
Ainsi, si vous bénéficiez d’une ville couverte par le réseau 4G et d’un forfait compatible, le choix de ce modèle se justifiera pleinement.
</p>
<h2>Ecran du Samsung Galaxy S3 4G Gris : toujours aussi bon</h2>
<p>
Egalement au chapitre des similitudes entre les deux générations de Galaxy S3, l’écran. La version 4G conserve donc l’écran 4,8 pouces Super Amoled HD de 1280 x 720 pixels. 
</p>
<p>
Une excellente dalle qui reste à ce jour un modèle dans son genre. Certes surpassé par des smartphones plus récents comme le Galaxy S4 ou le HTC One, cet écran offre toujours un affichage très agréable, notamment pour surfer sur le web.
</p>
<h2>Autonomie : le point faible du Samsung Galaxy S3 4G</h2>
<p>
Seule ombre au tableau, une autonomie en berne par rapport à la version 3G du mobile. La 4G est en effet très gourmande et fait fondre la batterie du smartphone comme neige au soleil. Veillez donc à garder un chargeur à portée de main et à ne pas trop vous éloigner d’une prise de courant sous peine de rencontrer rapidement une panne sèche … A ce titre, Samsung propose en option une batterie haute capacité de 3000 mAh.
</p>",,0,0,0,,,0,/s/a/samsung-galaxy-s3-smartphone-grey-front.jpg,,16GB,AZERTY,1,Samsung,,,,,,,Réseaux,,"Utiliser la config","Utiliser la config","Samsung Galaxy S3 4G Gris (i9305) debloqué",,,"Bloc après la colonne d'information",,328,0,"4""","A l’heure de la 4G, Samsung propose une version haut débit de son smartphone star. Baptisé Samsung Galaxy S3 4G, le terminal du constructeur coréen affiche des débits théoriques de …",/s/a/samsung-galaxy-s3-smartphone-grey-front.jpg,,,,,1,5,/s/a/samsung-galaxy-s3-smartphone-grey-front.jpg,,"2014/01/29 11:09:46",samsung-galaxy-s3-4g-gris-i9305,samsung-galaxy-s3-4g-gris-i9305.html,4,0.5,50,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/s/a/samsung-galaxy-s3-smartphone-grey-rear.jpg,,3,0,,,,
,,,,Android/Samsung,French,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/s/a/samsung-galaxy-s3-smartphone-grey-angle.jpg,,2,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/s/a/samsung-galaxy-s3-smartphone-grey-front.jpg,,1,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/s/a/samsung-galaxy-s3-smartphone-grey-side.jpg,,4,0,,,,
10000026,,Mobile,simple,Android,French,base,,Black,,,,"2014/01/14 09:33:42",,,,,"<h1>C6903 Xperia Z1 4G Black</h1>
<p>Le moins que l&rsquo;on puisse dire est que du c&ocirc;t&eacute; des smartphones, Sony ne ch&ocirc;me pas&nbsp;! Apr&egrave;s un Xperia Z sorti il y a quelques mois, le constructeur nippon propose d&eacute;j&agrave; un <strong>nouveau mod&egrave;le haut de gamme</strong>, baptis&eacute; Xperia Z1.</p>
<h2>Premi&egrave;res impression sur Xperia Z1</h2>
<p>Au d&eacute;ballage, l&rsquo;appareil impressionne par ses dimensions. Grand, &eacute;pais et lourd, on est loin d&rsquo;un Galaxy S4. Cela s&rsquo;explique par l&rsquo;emploi de mat&eacute;riaux plus qualitatifs que chez Samsung. Sur le Z1, le plastique est proscrit et les amateurs de beaux objets appr&eacute;cieront la <strong>finition tout en verre et aluminium</strong>.</p>
<p>En main, cette excellente apparence se confirme. L&rsquo;appareil est agr&eacute;able au toucher et le poids est bien r&eacute;parti. Une impression de solidit&eacute; et d&rsquo;&eacute;l&eacute;gance ce d&eacute;gage donc de ce Z1. On appr&eacute;cie &eacute;galement l&rsquo;effort de Sony en terme d&rsquo;ergonomie. Les arr&ecirc;tes tranchante du Xperia Z ont ainsi laiss&eacute; place &agrave; des <strong>bords arrondis</strong>.</p>
<h2>Un &eacute;cran qui impressionne</h2>
<p>A l&rsquo;allumage du terminal, la qualit&eacute; de son &eacute;cran 5 pouces saute aux yeux. Si sur ce point le Xperia Z &eacute;tait d&eacute;j&agrave; un mod&egrave;le du genre, ce nouveau mod&egrave;le semble avoir encore am&eacute;lior&eacute; certains points.</p>
<p>Les couleurs apparaissent plus chatoyantes et le contraste plus important. La finesse de l&rsquo;affichage - excellente - est similaire et de l&rsquo;ordre de 441ppp.</p>
<p>Bref, vous prendrez beaucoup de plaisir &agrave; lire, &agrave; surfer ou encore &agrave; regarder des vid&eacute;os sur ce mobile.</p>
<h2>Surf sur le web et qualit&eacute; de l&rsquo;interface</h2>
<p>L&rsquo;appareil embarque la version 4.2.2 d&rsquo;Android et devrait &ecirc;tre mis &agrave; jour tr&egrave;s prochainement vers la 4.3.</p>
<p>La surcouche habituelle de Sony est &eacute;galement de la partie. L&eacute;g&egrave;re, celle-ci ne prend pas trop le dessus et correspond plus &agrave; l&rsquo;esprit de ce qu&rsquo;on peut retrouver sur les terminaux Nexus de Google. Ici, point de fioriture &agrave; la Touchwizz de chez Samsung. La navigation est donc <strong>tr&egrave;s agr&eacute;able et intuitive</strong>.</p>
<h2>Des performances globales au dessus de tout soup&ccedil;on</h2>
<p>Epaul&eacute; par le processeur SnapDragon 800 - tr&egrave;s en vogue sur les terminaux haut de gamme Android &ndash; les performances sont irr&eacute;prochables et le Z1 est tr&egrave;s fluide en toute circonstance.</p>
<h2>Une partie multim&eacute;dia soign&eacute;e</h2>
<p>Marque de fabrique de Sony, la partie multim&eacute;dia n&rsquo;am&egrave;ne aucune critique n&eacute;gative. Le son offert par le Xperia Z1 sera un crit&egrave;re de choix pour les amateurs de musique.</p>
<p>En vid&eacute;o, l&rsquo;appareil est <strong>compatible avec la plupart des fichiers</strong> et Sony propose m&ecirc;me un mode vid&eacute;o qui rend le visionnage tr&egrave;s confortable.</p>
<h2>Autonomie&nbsp;: tr&egrave;s bon t&eacute;l&eacute;phone portable</h2>
<p>Equip&eacute; d&rsquo;une batterie de 3000 mAh, le Xperia Z1 est capable de tenir deux jours en utilisation &laquo;&nbsp;normale&nbsp;&raquo;. Le constructeur nippon propose &eacute;galement un mode stamina afin d&rsquo;&eacute;conomiser au maximum la batterie du smartphone. Un excellent point&nbsp;!</p>",7311271437581,0,0,0,,,0,/x/p/xperia_z1_black_sc_large_second.jpg,,16GB,AZERTY,1,Sony,,,,,,,4G,,"Utiliser la config","Utiliser la config","C6903 Xperia Z1 4G Noir debloqué",,,"Bloc après la colonne d'information",,501,0,"4""","Revenu sur le devant de la scène avec son excellent Xperia Z, Sony propose une évolution sous les traits du Xperia Z1. Ce smartphone est équipé d’un …",/x/p/xperia_z1_black_sc_large_second.jpg,,,,,1,5,/x/p/xperia_z1_black_sc_large_second.jpg,,"2014/01/29 11:09:46",c6903-xperia-z1-4g-noir,c6903-xperia-z1-4g-noir.html,4,0.5,50,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/x/p/xperia_z1_black_sc_large_second.jpg,,1,0,,,,
,,,,Android/Sony,French,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/x/p/xperia-z1-hero-black-1240x840-3c449514e1daf8b0652a5dc235530ebc.jpg,,2,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/s/o/sony_xperia_z1_black_feature2_d.jpg,,3,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/1/7/179060-xperiaz1title.jpg,,4,0,,,,
10000027,,Mobile,simple,Android,French,base,,White,,,,"2014/01/14 09:41:00",,,,,"<h1>C6903 Xperia Z1 4G Blanc</h1>
<p>
Quelques mois seulement après la sortie du Xperia Z, Sony remet le couvert et nous présente un nouveau smartphone haut de gamme, le Xperia Z1. 
</p>
<h2>Tour du propriétaire…</h2>
<p>
Alors que la mode est aux téléphones fins et légers (iPhone 5S, Samsung Galaxy S4, etc.), Sony prend le chemin inverse. Le Xperia Z1 est lourd – 170 grammes sur la balance– et épais. En main, cela ne gêne pas. Si l’appareil est grand, le poids est cependant bien réparti et la finition made by Sony est absolument superbe. Les matériaux employés –verre et aluminium - sont nobles et du plus bel. 
</p>
<p>
Bref, ce Z1 en impose et n’a pas à rougir face au mètre étalon que représente l’iPhone dans ce domaine. Dans sa finition blanche, cet Xperia n’est d’ailleurs pas sans rappeler les produits de la marque à la pomme.
</p>
<p>
Côté ergonomie, Sony a corrigé les arrêtes abruptes du Xperia Z. Le Z1 possède désormais des bords arrondis bien plus agréables.
</p>
<h2>Un bel écran de smartphone</h2>
<p>
L’écran du Z1 a été amélioré par rapport à la génération précédente grâce à l’emploi d’une nouvelle technologie d’affichage, baptisée Triluminous. Cela se remarque d’emblée car la dalle de 5 pouces Full HD semble plus colorée et contrastée que sur le Xperia Z. De même la densité de pixels de 441 ppp est plus qu’appréciable et offre un confort de lecture parfait.
</p>
<p>
En revanche, les angles de vision sont moins bons que sur le Z, abandon de la technologie IPS oblige. Rien de très grave cependant.
</p>
<h2>Navigation internet et interface</h2>
<p>
L’appareil est livré avec l’avant dernière version d’Android, c’est-à-dire la 4.2.2. A cela, Sony ajoute sa surcouche, très sobre. Comparé à TouchWiz de Samsung, celle-ci s’avère bien moins intrusive.
</p>
<p>
Grâce au processeur SnapDragon 800 - très employé par les constructeurs de smartphones haut de gamme Android – les performances sont excellentes. A ce titre, la navigation internet est parfaite, notamment sous Google Chrome. 
</p>
<h2>Une partie multimédia soignée</h2>
<p>
Comme à l’accoutumée chez Sony, la partie multimédia est chouchoutée, notamment du côté audio. Le son au casque est excellent et les haut-parleurs de l’appareil produisent un son clair et puissant.
</p>
<p>
En vidéo, l’appareil lit la plupart des fichiers courants et Sony propose un mode vidéo qui rend le visionnage très confortable.
</p>
<h2>Très bon point pour l’autonomie</h2>
<p>
Avec une batterie annoncée pour 3000 mAh, le Xperia Z1 est sensé être à l’abri de problèmes d’autonomie. En pratique, cela se confirme. L’appareil peut en effet tenir deux jours en utilisation normale. Le constructeur nippon propose également un mode stamina destiné à économiser au maximum la batterie. 
</p>",7311271439141,0,1,0,,,0,/x/p/xperia-z1-white-1_low.jpg,,16GB,AZERTY,1,Sony,,,,,,,Réseaux,,"Utiliser la config","Utiliser la config","C6903 Xperia Z1 4G Blanc debloqué",,,"Bloc après la colonne d'information",,501,0,"4""","Très actif dans le domaine des smartphones, Sony continue sur sa lancée en proposant le Xperia Z1. Ce terminal Android haut de gamme bénéficie de …",/x/p/xperia-z1-white-1_low.jpg,,,,,1,5,/x/p/xperia-z1-white-1_low.jpg,,"2014/01/29 11:09:47",c6903-xperia-z1-4g-blanc,c6903-xperia-z1-4g-blanc.html,4,0.5,50,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/x/p/xperia-z1-white-1_low.jpg,,1,0,,,,
,,,,Android/Sony,French,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/s/o/sony_xperia_z1_white_feature1_d.jpg,,2,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/x/p/xperia-z1white.jpg,,3,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/x/p/xperia_z1_white_sc_large_first.jpg,,4,0,,,,
